PBW Source ID,Source canonical name,PBW editor,Source edition used,Edition URL,Page range,Editor name,Editor VIAF,Author(ity),Evidence of authorship,External authorship authority,External authorship source,External authorship URL
Iveron 31b,Decree of Theodora,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 78-79",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,"2.78.27-31,2.79.31-39","Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Theodora 1; Ioannes 160,factoid 217781,,,
Iveron 31c,Response of the protos,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 79",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.79.41-44,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Hilarion 101; Ioannes 160,factoid 217785,,,
Iveron 31d,Response of Ioannes kathegoumenos,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 79",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.79.46-49,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Ioannes 157; Ioannes 160,factoid 217786,,,
Iveron 32,Act of Leon krites,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 85-87",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.85-87,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Leon 120,factoid 217813,,,
Iveron 33,Act of Nikephoros Botaneiates,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 90-91",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.90-91,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Nikephoros 3,factoid 217838,,,
Iveron 34,Act of Nikolaos Serblias,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 96-98",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.96-98,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Nikolaos 115,factoid 217856,,,
Iveron 35,Act of Nikolaos Serblias,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 102-104",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,"2.102.18-20,2.103-104","Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Nikolaos 115; Petros 113,factoid 217892,,,
Iveron 35a,Parekbolon of Nikolaos Serblias,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 102",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.102.3-17,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Nikolaos 115,factoid 217865,,,
Iveron 36,Pittakion of Constantine X,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 107",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.107,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Konstantinos 10,factoid 217904,,,
Iveron 37,Act of Theodoros Dalassenos,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 109-110",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.109-110,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Theodoros 126,factoid 217906,,,
Iveron 38,Chrysobull of Constantine X,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 113-114",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.113-114,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Konstantinos 10,factoid 217909,,,
Iveron 39,Act of Donation,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 116-118",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.116-118,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Nikolaos 116,factoid 217924,,,
Iveron 40,Act of Stephanos of Serres,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 125-128",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,"2.125.1-7,2.126.18,2.126.27-33,2.127-128","Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Stephanos 113; Kyriakos 106,factoid 218016,,,
Iveron 40a,Decision of John Xiphilinos,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 125-126",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,"2.125.8-13,2.126.13-18","Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Ioannes 18; Kyriakos 106,factoid 217955,,,
Iveron 40b,Letter of Ioannikios megas oikonomos,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 126",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.126.19-26,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Ioannikios 102,factoid 217966,,,
Iveron 41,Chrysobull of Nikephoros III,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 132-134",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.132-134,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Nikephoros 3,factoid 218028,,,
Iveron 42,Act of Paulos protos,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 139-140",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.139-140,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Paulos 105,factoid 218036,,,
Iveron 43,Warranty of Theodoulos of Ezeba,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 145-150",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.145-150,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Theodoulos 107; Leon 126; Ioannes 183,factoid 218090,,,
Iveron 44,Testament of Symbatios Pakourianos,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 154-156",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.154-156,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Symbatios 101; Ioannes 186,factoid 218125,,,
Iveron 45,Delimitation of Gregory Xeros,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 161-167",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.161-167,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Gregorios 116; Michael 162,factoid 218155,,,
Iveron 46,Proxy of Kale,tp,"Actes d’Iviron II, Actes de l’Athos XVI, Paris 1990, 168-169",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2016-Actes%20d%27Iviron-tome%202%2C%20eds.%20%20J.%20Lefort%2C%20N.%20Oikonomid%E5%A6%94%2C%20D.%20Papachryssanthou%2C%20V.%20Kravari%2C%20H.%20Metreveli%2C%20Paris%201990,2.168-169,"Lefort, Jacques; Oikonomidès, Nicolas; Papachryssanthou, Denise; Kravari, Vassiliki; Métrévéli, Hélène;",71393851; 14774616; 93206983; 31154757; 59302266,Kale 102; Eleutherios 101,factoid 218160,,,
Kastamonitou,Deed of Theophylaktos,tp,"Actes de Kastamonitou, Archives de l’Athos IX, Paris 1978",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%209-Actes%20de%20Kastamonitou%2C%20ed.%20N.%20Oikonomides%2C%20Paris%201978,,"Oikonomidēs, Nicolas",14774616,Athanasios 112,factoid 375323,,,
Kecharitomene,Kecharitomene typikon,mj,"“Le typikon de la Théotokos Kécharitôménè"", Revue des Études Byzantines, 43 (1985), 5-165",https://www.persee.fr/doc/rebyz_0766-5598_1985_num_43_1_2170,,"Gautier, Paul",231073465,Eirene 61,p. 137 l. 2087,,,
Kekaumenos,Consilia et narrationes,tp,"Raccomandazioni e consigli di un galantuomo (Strategikon). Testo critico, traduzione e note, Hellenica 2. Testi e strumenti di letteratura greca antica, medievale e umanistica, Alessandria 1998",,,"Spadaro, Maria Dora",38147676,Anonymus 274,factoid 228104,,,
Keroularios I,Letter I to Petros of Antioch,jr,"Acta et scripta quae de controversiis ecclesiae graecae et latinae saeculo undecimo composita extant, Leipzig and Marburg 1861, pp. 172-84","https://www.digitale-sammlungen.de/en/view/bsb10800693?page=,1",,"Will, Cornelius",29618378,Michael 11,factoid 435071,,,
Keroularios II,Letter II to Petros of Antioch,jr,"Acta et scripta quae de controversiis ecclesiae graecae et latinae saeculo undecimo composita extant, Leipzig and Marburg 1861, pp. 184-88","https://www.digitale-sammlungen.de/en/view/bsb10800693?page=,1",,"Will, Cornelius",29618378,Michael 11,factoid 435072,,,
Kinnamos,Epitome,mj,"Ioannis Cinnami Epitome, Corpus scriptorum historiae Byzantinae 10, Bonn 1836",https://books.google.at/books?id=fNUFAAAAQAAJ&printsec=frontcover&redir_esc=y#v=onepage&q&f=false,,"Meineke, August",69736744,Ioannes 17001,factoid 356015,,,
Kleinchroniken,Short Chronicles,tp,"Die byzantinischen Kleinchroniken, 3 vols., Vienna 1975-1979",,,"Schreiner, Peter",14789545,,,,,
Kyrillos Phileotes,Life of Kyrillos Phileotes,tp,"La vie de saint Cyrille le Philéote moine byzantin (+1110), Subsidia Hagiographica 39, Brussels 1964",,,"Sargologos, Étienne",17296824,Nikolaos 194,factoid 255338,,,
Lavra 26,Testament of Athanasios of Bouleuteria,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 178-179",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,178-179,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Athanasios 104; Theodosios 113,factoid 340279,,,
Lavra 27,Guarantee of Lavra,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 180-181",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,180-181,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Athanasios 105,factoid 338787,,,
Lavra 28,Donation of Gabriel and Ignatios,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 183-184",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,183-184,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Gabriel 103; Ignatios 111; Antonios 113,factoid 338805,,,
Lavra 29,Hypomnema of Theoktistos protos,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 185-186",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,185-186,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Theoktistos 107,factoid 338820,,,
Lavra 30,Dikaioma of Theoktistos protos,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 188",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,188,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Theoktistos 107; Iakobos 106,factoid 338859,,,
Lavra 31,Chrysobull of Constantine IX,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 191-192",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,191-192,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Konstantinos 9,factoid 338870,,,
Lavra 32,Chrysobull of Michael VI,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 194",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,194,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Michael 6,factoid 338873,,,
Lavra 33,Chrysobull of Constantine X,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 196-199",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,196-199,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Konstantinos 10,factoid 338876,,,
Lavra 34,Donation of Jacob of Kalaphatou,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 202-203",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,202-203,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Iakobos 108; Anonymus 630,factoid 338880,,,
Lavra 35,Act of George of Hierissos,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 204-206",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,204-206,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Nikolaos 116,factoid 338905,,,
Lavra 36,Chrysobull of Michael VII,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 210-211",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,210-211,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Michael 7,factoid 338921,,,
Lavra 37,Guarantee of the residents of Adrameri,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 213-215",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,213-215,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Ioannes 373,factoid 338980,,,
Lavra 38,Chrysobull of Nikephoros III,tp,"Actes de Lavra. Première partie: Des origines à 1204, Archives de l’Athos V, Paris 1970, 217-219",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%205-Actes%20de%20Lavra-tome%201%2C%20eds.%20P.%20Lemerle%2C%20A.%20Guillou%2C%20N.%20Svoronos%2C%20D.%20Papachryssanthou%2C%20Paris%201970,217-219,"Lemerle, Paul; Guillou, André; Svoronos, Nicolas; Papachryssanthou, Denise",97996834; 39363778; 27071991; 93206983,Nikephoros 3,factoid 338988,,,
